subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
MP:0021176	en	ja	rdfs:label	asymmetrical hyposegmentation of neutrophil nuclei	OFFICIAL	好中球核の非対称核異常
MP:0021177	en	ja	rdfs:label	increased neutrophil nuclear segmentation	OFFICIAL	好中球核分節の増加
MP:0021178	en	ja	rdfs:label	abnormal eosinophil nuclear morphology	OFFICIAL	好酸球の核形態異常
MP:0021179	en	ja	rdfs:label	abnormal eosinophil nuclear segmentation	OFFICIAL	好酸球の核分裂の異常
MP:0021180	en	ja	rdfs:label	decreased eosinophil nuclear segmentation	OFFICIAL	好酸球核分裂減少
MP:0021181	en	ja	rdfs:label	increased eosinophil nuclear segmentation	OFFICIAL	好酸球核分節の増加
MP:0021182	en	ja	rdfs:label	decreased femoral compact bone area	OFFICIAL	大腿骨緻密骨面積の減少
MP:0021183	en	ja	rdfs:label	increased femoral compact bone area	OFFICIAL	大腿骨緻密骨面積の増加
MP:0021184	en	ja	rdfs:label	decreased bone mineral density of humerus	OFFICIAL	上腕骨骨密度低下
MP:0021185	en	ja	rdfs:label	increased bone mineral density of humerus	OFFICIAL	上腕骨の骨密度増加
MP:0021186	en	ja	rdfs:label	decreased bone mineral density of vertebrae	OFFICIAL	椎骨骨密度の低下
MP:0021187	en	ja	rdfs:label	increased bone mineral density of vertebrae	OFFICIAL	椎骨の骨密度増加
MP:0021188	en	ja	rdfs:label	decreased bone mineral density of presacral vertebrae	OFFICIAL	仙椎骨密度低下
MP:0021189	en	ja	rdfs:label	increased bone mineral density of presacral vertebrae	OFFICIAL	仙椎の骨密度増加
MP:0021190	en	ja	rdfs:label	decreased bone mineral density of lumbar vertebrae	OFFICIAL	腰椎骨密度の低下
MP:0021191	en	ja	rdfs:label	increased bone mineral density of lumbar vertebrae	OFFICIAL	腰椎の骨密度増加
MP:0021192	en	ja	rdfs:label	decreased bone mineral density of sacral vertebrae	OFFICIAL	仙椎骨密度低下
MP:0021193	en	ja	rdfs:label	increased bone mineral density of sacral vertebrae	OFFICIAL	仙椎の骨密度増加
MP:0021194	en	ja	rdfs:label	decreased bone mineral density of caudal vertebrae	OFFICIAL	尾椎骨密度低下
MP:0021195	en	ja	rdfs:label	increased bone mineral density of caudal vertebrae	OFFICIAL	尾椎の骨密度増加
MP:0021196	en	ja	rdfs:label	decreased bone mineral density of cervical vertebrae	OFFICIAL	頸椎骨密度低下
MP:0021197	en	ja	rdfs:label	increased bone mineral density of cervical vertebrae	OFFICIAL	頸椎の骨密度増加
MP:0021198	en	ja	rdfs:label	abnormal sleep duration	OFFICIAL	睡眠時間異常
MP:0021199	en	ja	rdfs:label	abnormal susceptibility to glomerulonephritis	OFFICIAL	糸球体腎炎に対する感受性異常
MP:0021200	en	ja	rdfs:label	decreased susceptibility to glomerulonephritis	OFFICIAL	糸球体腎炎に対する感受性低下
MP:0021201	en	ja	rdfs:label	increased susceptibility to glomerulonephritis	OFFICIAL	糸球体腎炎に対する感受性上昇
MP:0021202	en	ja	rdfs:label	abnormal palatopharyngeus muscle morphology	OFFICIAL	口蓋咽頭筋の形態異常
MP:0021203	en	ja	rdfs:label	abnormal palatine aponeurosis morphology	OFFICIAL	口蓋腱膜の形態異常
MP:0021204	en	ja	rdfs:label	abnormal superior pharyngeal constrictor muscle morphology	OFFICIAL	上咽頭収縮筋の形態異常
MP:0021205	en	ja	rdfs:label	effusion	OFFICIAL	浸出液
MP:0021206	en	ja	rdfs:label	abnormal limb muscle morphology	OFFICIAL	四肢筋の形態異常
MP:0021207	en	ja	rdfs:label	abnormal autopod muscle morphology	OFFICIAL	四肢末端の形態異常
MP:0021208	en	ja	rdfs:label	median cleft palate	OFFICIAL	正中口蓋裂
MP:0021209	en	ja	rdfs:label	non-midline cleft palate	OFFICIAL	非正中口蓋裂
MP:0021210	en	ja	rdfs:label	bilateral cleft palate	OFFICIAL	両側口蓋裂
MP:0021211	en	ja	rdfs:label	unilateral cleft palate	OFFICIAL	片側口蓋裂
MP:0021212	en	ja	rdfs:label	abnormal primary and secondary palatal fusion	OFFICIAL	一次口蓋および二次口蓋の融合異常
MP:0021213	en	ja	rdfs:label	complete cleft palate	OFFICIAL	完全口蓋裂
MP:0021214	en	ja	rdfs:label	anterior cleft palate	OFFICIAL	前方口蓋裂
MP:0021215	en	ja	rdfs:label	abnormal palatal mesenchymal cell proliferation	OFFICIAL	口蓋間葉細胞の増殖異常
MP:0021216	en	ja	rdfs:label	abnormal palatal mesenchymal cell differentiation	OFFICIAL	口蓋間葉細胞の分化異常
MP:0021217	en	ja	rdfs:label	abnormal palatal shelf bone ossification	OFFICIAL	口蓋棚骨の骨化異常
MP:0030000	en	ja	rdfs:label	abnormal subglottis morphology	OFFICIAL	声門下部の形態異常
MP:0030001	en	ja	rdfs:label	subglottis stenosis	OFFICIAL	声門下部の狭窄
MP:0030002	en	ja	rdfs:label	increased lung apoptosis	OFFICIAL	肺のアポトーシス増加
MP:0030003	en	ja	rdfs:label	hippocampus atrophy	OFFICIAL	海馬の萎縮
MP:0030004	en	ja	rdfs:label	hippocampus hypoplasia	OFFICIAL	海馬の形成不全
MP:0030005	en	ja	rdfs:label	increased retina apoptosis	OFFICIAL	網膜細胞アポトーシスの増加
MP:0030006	en	ja	rdfs:label	decreased retina apoptosis	OFFICIAL	網膜のアポトーシスの減少
MP:0030007	en	ja	rdfs:label	abnormal bone marrow adipose tissue morphology	OFFICIAL	骨髄脂肪組織形態異
MP:0030008	en	ja	rdfs:label	abnormal bone marrow adipose tissue amount	OFFICIAL	骨髄脂肪組織量異常
MP:0030009	en	ja	rdfs:label	increased bone marrow adipose tissue amount	OFFICIAL	骨髄脂肪組織量の増加
MP:0030011	en	ja	rdfs:label	small cervical lymph nodes	OFFICIAL	頸部リンパ節の矮小化
MP:0030012	en	ja	rdfs:label	impaired central nervous system regeneration	OFFICIAL	中枢神経系の再生障害
MP:0030013	en	ja	rdfs:label	enhanced central nervous system regeneration	OFFICIAL	中枢神経系の再生改善
MP:0030014	en	ja	rdfs:label	calcified brain	OFFICIAL	脳の石灰化
MP:0030016	en	ja	rdfs:label	increased adipocyte glucose uptake	OFFICIAL	脂肪細胞グルコース取り込みの増加
MP:0030017	en	ja	rdfs:label	decreased adipocyte glucose uptake	OFFICIAL	脂肪細胞グルコース取り込みの減少
MP:0030018	en	ja	rdfs:label	increased cardiac cell glucose uptake	OFFICIAL	心筋細胞グルコース取り込みの増加
MP:0030020	en	ja	rdfs:label	decreased cardiac cell glucose uptake	OFFICIAL	心筋細胞のグルコース取り込みの減少
MP:0030021	en	ja	rdfs:label	increased muscle cell glucose uptake	OFFICIAL	筋細胞グルコース取り込みの増加
MP:0030022	en	ja	rdfs:label	decreased muscle cell glucose uptake	OFFICIAL	筋細胞グルコース取り込みの減少
MP:0030023	en	ja	rdfs:label	abnormal meiotic telomere clustering	OFFICIAL	減数分裂期のテロメアのクラスター形成異常
MP:0030024	en	ja	rdfs:label	abnormal meiotic attachment of telomere to nuclear envelope	OFFICIAL	減数分裂期のテロメアの核膜への付着異常
MP:0030025	en	ja	rdfs:label	giant platelets	OFFICIAL	血小板の巨大化
MP:0030026	en	ja	rdfs:label	small Meckel's cartilage	OFFICIAL	メッケル軟骨の矮小化
MP:0030027	en	ja	rdfs:label	basioccipital bone hypoplasia	OFFICIAL	後頭骨基底突起の形成不全
MP:0030028	en	ja	rdfs:label	absent exoccipital bone	OFFICIAL	外後頭骨の欠如
MP:0030029	en	ja	rdfs:label	wide cranial sutures	OFFICIAL	頭蓋縫合の拡大
MP:0030030	en	ja	rdfs:label	Wormian bones	OFFICIAL	ウォルム骨
MP:0030031	en	ja	rdfs:label	abnormal forehead morphology	OFFICIAL	前頭の形態異常
MP:0030032	en	ja	rdfs:label	high forehead	OFFICIAL	前額部の突出
MP:0030033	en	ja	rdfs:label	abnormal nasal bridge morphology	OFFICIAL	鼻梁の形態異常
MP:0030034	en	ja	rdfs:label	depressed nasal bridge	OFFICIAL	低い鼻梁
MP:0030035	en	ja	rdfs:label	small nasal bridge	OFFICIAL	小さい鼻梁
MP:0030036	en	ja	rdfs:label	short nasal bridge	OFFICIAL	短い鼻梁
MP:0030037	en	ja	rdfs:label	prominent nasal bridge	OFFICIAL	突出した鼻梁
MP:0030038	en	ja	rdfs:label	abnormal periorbital region morphology	OFFICIAL	眼窩周囲の形態異常
MP:0030039	en	ja	rdfs:label	abnormal facial muscle morphology	OFFICIAL	顔面筋の形態異常
MP:0030040	en	ja	rdfs:label	absent facial muscle	OFFICIAL	顔面筋の欠如
MP:0030041	en	ja	rdfs:label	abnormal forehead size	OFFICIAL	前額のサイズ異常
MP:0030042	en	ja	rdfs:label	large forehead	OFFICIAL	大きい前額
MP:0030043	en	ja	rdfs:label	small forehead	OFFICIAL	小さい前額
MP:0030044	en	ja	rdfs:label	short forehead	OFFICIAL	短い前額
MP:0030045	en	ja	rdfs:label	abnormal forehead shape	OFFICIAL	前額の形態異常
MP:0030046	en	ja	rdfs:label	round forehead	OFFICIAL	丸い前額
MP:0030047	en	ja	rdfs:label	flat forehead	OFFICIAL	平たい前額
MP:0030048	en	ja	rdfs:label	sloping forehead	OFFICIAL	傾斜が大きい前額
MP:0030049	en	ja	rdfs:label	prominent forehead	OFFICIAL	目立つ前額
MP:0030050	en	ja	rdfs:label	large mandible	OFFICIAL	下顎骨の肥大化
MP:0030051	en	ja	rdfs:label	increased foot pigmentation	OFFICIAL	足の色素沈着増加
MP:0030052	en	ja	rdfs:label	abnormal forehead pigmentation	OFFICIAL	前額の色素沈着異常
MP:0030053	en	ja	rdfs:label	increased forehead pigmentation	OFFICIAL	前額の色素沈着増加
MP:0030054	en	ja	rdfs:label	decreased forehead pigmentation	OFFICIAL	前額の色素沈着減少
MP:0030055	en	ja	rdfs:label	small lacrimal bone	OFFICIAL	涙骨の矮小化
MP:0030056	en	ja	rdfs:label	lacrimal bone hypoplasia	OFFICIAL	涙骨の形成不全
MP:0030057	en	ja	rdfs:label	absent lacrimal bone	OFFICIAL	涙骨の欠如
MP:0030058	en	ja	rdfs:label	erythrodontia	OFFICIAL	赤色歯
MP:0030059	en	ja	rdfs:label	absent ethmoturbinates	OFFICIAL	篩骨甲介の欠如
MP:0030060	en	ja	rdfs:label	absent nasal pit	OFFICIAL	鼻窩の欠如
MP:0030061	en	ja	rdfs:label	absent otic pit	OFFICIAL	耳窩の欠如
MP:0030062	en	ja	rdfs:label	choanal stenosis	OFFICIAL	後鼻孔の狭窄
MP:0030063	en	ja	rdfs:label	abnormal face size	OFFICIAL	顔のサイズ異常
MP:0030064	en	ja	rdfs:label	small face	OFFICIAL	小さい顔
MP:0030065	en	ja	rdfs:label	face hypoplasia	OFFICIAL	顔の形成不全
MP:0030066	en	ja	rdfs:label	short face	OFFICIAL	短顔
MP:0030067	en	ja	rdfs:label	narrow face	OFFICIAL	細い顔
MP:0030068	en	ja	rdfs:label	large face	OFFICIAL	大きい顔
MP:0030069	en	ja	rdfs:label	broad face	OFFICIAL	幅広い顔
MP:0030070	en	ja	rdfs:label	long face	OFFICIAL	長い顔
MP:0030071	en	ja	rdfs:label	abnormal face shape	OFFICIAL	顔の形態異常
MP:0030072	en	ja	rdfs:label	round face	OFFICIAL	丸い顔
MP:0030073	en	ja	rdfs:label	square face	OFFICIAL	四角い顔
MP:0030074	en	ja	rdfs:label	coarse facial features	OFFICIAL	粗な顔
MP:0030075	en	ja	rdfs:label	hairy ears	OFFICIAL	有毛性耳介
MP:0030076	en	ja	rdfs:label	abnormal cranial cavity morphology	OFFICIAL	頭蓋腔の形態異常
MP:0030077	en	ja	rdfs:label	small cranial cavity	OFFICIAL	頭蓋腔の狭小化
MP:0030078	en	ja	rdfs:label	synotia	OFFICIAL	合耳症
MP:0030079	en	ja	rdfs:label	small incisors	OFFICIAL	小さい切歯
MP:0030080	en	ja	rdfs:label	small lower incisors	OFFICIAL	小さい下切歯
MP:0030081	en	ja	rdfs:label	small upper incisors	OFFICIAL	小さい上切歯
MP:0030082	en	ja	rdfs:label	long lower incisors	OFFICIAL	長い下切歯
MP:0030083	en	ja	rdfs:label	long upper incisors	OFFICIAL	長い上切歯
MP:0030084	en	ja	rdfs:label	tympanic ring hypoplasia	OFFICIAL	鼓膜輪の形成不全
MP:0030085	en	ja	rdfs:label	syngnathia	OFFICIAL	顎癒合症（顎間索）
MP:0030086	en	ja	rdfs:label	bony syngnathia	OFFICIAL	多骨性の顎癒合症（顎間索）
MP:0030087	en	ja	rdfs:label	fibrous syngnathia	OFFICIAL	線維性の顎癒合症（顎間索）
MP:0030088	en	ja	rdfs:label	microdontia	OFFICIAL	矮小歯（小歯症）
MP:0030089	en	ja	rdfs:label	short lower incisors	OFFICIAL	短い下切歯
MP:0030090	en	ja	rdfs:label	short upper incisors	OFFICIAL	短い上切歯
MP:0030091	en	ja	rdfs:label	macrodontia	OFFICIAL	巨大歯
MP:0030092	en	ja	rdfs:label	abnormal outer ear helix morphology	OFFICIAL	耳輪の形態異常
MP:0030093	en	ja	rdfs:label	absent maxillary sinus	OFFICIAL	上顎洞の欠如
MP:0030094	en	ja	rdfs:label	foramen magnum stenosis	OFFICIAL	大後頭孔狭窄
MP:0030095	en	ja	rdfs:label	abnormal midface morphology	OFFICIAL	顔面中部の形態異常
MP:0030096	en	ja	rdfs:label	abnormal periauricular region morphology	OFFICIAL	耳周囲の形態異常
MP:0030097	en	ja	rdfs:label	preauricular pit	OFFICIAL	耳前瘻孔
MP:0030098	en	ja	rdfs:label	periorbital fullness	OFFICIAL	上眼瞼膨満
MP:0030099	en	ja	rdfs:label	facial asymmetry	OFFICIAL	顔面非対称
MP:0030100	en	ja	rdfs:label	hemifacial hypoplasia	OFFICIAL	片側顔面形成不全
MP:0030101	en	ja	rdfs:label	carious teeth	OFFICIAL	虫歯
MP:0030102	en	ja	rdfs:label	absent orbitosphenoid bone	OFFICIAL	眼窩蝶形骨の欠如
MP:0030103	en	ja	rdfs:label	abnormal orbit shape	OFFICIAL	眼窩の形態異常
MP:0030104	en	ja	rdfs:label	round orbits	OFFICIAL	丸い眼窩
MP:0030105	en	ja	rdfs:label	bushy muzzle	OFFICIAL	毛の生えた鼻部
MP:0030106	en	ja	rdfs:label	small incus	OFFICIAL	砧骨の矮小化
MP:0030107	en	ja	rdfs:label	incus hypoplasia	OFFICIAL	きぬた骨形成不全
MP:0030108	en	ja	rdfs:label	abnormal incudostapedial joint morphology	OFFICIAL	砧骨-鐙骨関節の形態異常
MP:0030109	en	ja	rdfs:label	abnormal incudomalleolar joint morphology	OFFICIAL	砧骨-槌骨関節の形態異常
MP:0030110	en	ja	rdfs:label	incudomalleolar fusion	OFFICIAL	きぬた骨-つち骨の融合
MP:0030111	en	ja	rdfs:label	absent temporomandibular joint	OFFICIAL	顎関節の欠如
MP:0030112	en	ja	rdfs:label	zygomatic bone hypoplasia	OFFICIAL	頬骨の形成不全
MP:0030113	en	ja	rdfs:label	maxillary sinus inflammation	OFFICIAL	上顎洞の炎症
MP:0030114	en	ja	rdfs:label	abnormal nasal columella morphology	OFFICIAL	鼻柱の形態異常
MP:0030115	en	ja	rdfs:label	abnormal nasal tip morphology	OFFICIAL	鼻尖の形態異常
MP:0030116	en	ja	rdfs:label	bifid nasal tip	OFFICIAL	鼻尖裂
MP:0030117	en	ja	rdfs:label	bifid nose	OFFICIAL	鼻裂
MP:0030118	en	ja	rdfs:label	rhinosinusitis	OFFICIAL	副鼻腔炎
MP:0030119	en	ja	rdfs:label	abnormal retrotympanic process morphology	OFFICIAL	鼓室後突起の形態異常
MP:0030120	en	ja	rdfs:label	absent retrotympanic process	OFFICIAL	鼓室後突起の欠如
MP:0030121	en	ja	rdfs:label	small temporal bone squamous part	OFFICIAL	側頭鱗骨の 矮小化
MP:0030122	en	ja	rdfs:label	temporal bone squamous part hypoplasia	OFFICIAL	鱗状骨形成不全
MP:0030123	en	ja	rdfs:label	small middle ear ossicles	OFFICIAL	耳小骨の矮小化
MP:0030124	en	ja	rdfs:label	middle ear ossicle hypoplasia	OFFICIAL	耳小骨の形成不全
MP:0030125	en	ja	rdfs:label	small gonial bone	OFFICIAL	顎骨の矮小化
MP:0030126	en	ja	rdfs:label	torticollis	OFFICIAL	斜頚
MP:0030127	en	ja	rdfs:label	small stapes	OFFICIAL	アブミ骨の矮小化
MP:0030128	en	ja	rdfs:label	stapes hypoplasia	OFFICIAL	アブミ骨の形成不全
MP:0030129	en	ja	rdfs:label	tongue inflammation	OFFICIAL	舌の炎症
MP:0030130	en	ja	rdfs:label	gum inflammation	OFFICIAL	歯肉の炎症
MP:0030131	en	ja	rdfs:label	abnormal periodontium morphology	OFFICIAL	歯周組織の形態異常
MP:0030132	en	ja	rdfs:label	periodontium inflammation	OFFICIAL	歯周組織の炎症
MP:0030133	en	ja	rdfs:label	small third pharyngeal arch	OFFICIAL	第三咽頭弓の矮小化
MP:0030134	en	ja	rdfs:label	small fourth pharyngeal arch	OFFICIAL	第四鰓弓の矮小化
MP:0030135	en	ja	rdfs:label	small sixth pharyngeal arch	OFFICIAL	第六咽頭弓の矮小化
MP:0030136	en	ja	rdfs:label	abnormal lower incisor morphology	OFFICIAL	下切歯の形態異常
MP:0030137	en	ja	rdfs:label	abnormal upper incisor morphology	OFFICIAL	上顎側切歯の形態異常
MP:0030138	en	ja	rdfs:label	abnormal lower incisor color	OFFICIAL	下切歯色異常
MP:0030139	en	ja	rdfs:label	abnormal upper incisor color	OFFICIAL	上切歯色異常
MP:0030140	en	ja	rdfs:label	facial muscle atrophy	OFFICIAL	顔面筋萎縮
MP:0030141	en	ja	rdfs:label	facial paralysis	OFFICIAL	顔面神経麻痺
MP:0030142	en	ja	rdfs:label	facial muscle degeneration	OFFICIAL	顔面筋変性
MP:0030143	en	ja	rdfs:label	facial muscle spasm	OFFICIAL	顔面筋痙攣
MP:0030144	en	ja	rdfs:label	abnormal facial muscle physiology	OFFICIAL	顔面筋の生理異常
MP:0030145	en	ja	rdfs:label	abnormal digastric anterior belly morphology	OFFICIAL	顎二腹筋前腹の形態異常
MP:0030146	en	ja	rdfs:label	abnormal digastric posterior belly morphology	OFFICIAL	顎二腹筋後腹の形態異常
MP:0030147	en	ja	rdfs:label	abnormal digastric muscle physiology	OFFICIAL	顎二腹筋の生理異常
MP:0030148	en	ja	rdfs:label	abnormal mylohyoid muscle morphology	OFFICIAL	顎舌骨筋の形態異常
MP:0030149	en	ja	rdfs:label	abnormal stylohyoid muscle morphology	OFFICIAL	茎突舌骨筋の形態異常
MP:0030150	en	ja	rdfs:label	absent stylohyoid muscle	OFFICIAL	茎突舌骨筋の欠如
MP:0030151	en	ja	rdfs:label	abnormal buccinator muscle morphology	OFFICIAL	頬筋形態異常
MP:0030152	en	ja	rdfs:label	abnormal depressor anguli oris muscle morphology	OFFICIAL	口角下制筋の形態異常
MP:0030153	en	ja	rdfs:label	dental pulp inflammation	OFFICIAL	歯髄の炎症
MP:0030154	en	ja	rdfs:label	abnormal tympanic cavity morphology	OFFICIAL	鼓室の形態異常
MP:0030155	en	ja	rdfs:label	absent tympanic cavity	OFFICIAL	鼓室の欠如
MP:0030156	en	ja	rdfs:label	abnormal tympanic cavity muscle morphology	OFFICIAL	耳小骨筋の形態異常
MP:0030157	en	ja	rdfs:label	abnormal stapedius muscle morphology	OFFICIAL	アブミ骨筋の形態異常
MP:0030158	en	ja	rdfs:label	absent stapedius muscle	OFFICIAL	アブミ骨筋の欠如
MP:0030159	en	ja	rdfs:label	abnormal tensor tympani muscle morphology	OFFICIAL	鼓膜張筋の形態異常
MP:0030160	en	ja	rdfs:label	abnormal auditory bulla morphology	OFFICIAL	耳嚢形態異常
MP:0030161	en	ja	rdfs:label	absent auditory bulla	OFFICIAL	耳骨胞の欠如
MP:0030162	en	ja	rdfs:label	absent hyoid bone body	OFFICIAL	舌骨体の欠如
MP:0030163	en	ja	rdfs:label	abnormal canthus morphology	OFFICIAL	眼角形態異常
MP:0030164	en	ja	rdfs:label	abnormal inner canthus morphology	OFFICIAL	目頭の形態異常
MP:0030165	en	ja	rdfs:label	abnormal outer canthus morphology	OFFICIAL	目尻の形態異常
MP:0030166	en	ja	rdfs:label	increased inner canthal distance	OFFICIAL	内眼角距離の増加
MP:0030167	en	ja	rdfs:label	decreased inner canthal distance	OFFICIAL	目頭の距離の減少
MP:0030168	en	ja	rdfs:label	thin upper lip	OFFICIAL	上口唇の薄化
MP:0030169	en	ja	rdfs:label	thick upper lip	OFFICIAL	上口唇の肥厚
MP:0030170	en	ja	rdfs:label	absent mandibular symphysis	OFFICIAL	下顎結合の欠如
MP:0030171	en	ja	rdfs:label	absent extraocular muscles	OFFICIAL	外眼筋の欠如
MP:0030172	en	ja	rdfs:label	abnormal eyelid muscle morphology	OFFICIAL	眼瞼筋の形態異常
MP:0030173	en	ja	rdfs:label	abnormal orbicularis oculi muscle morphology	OFFICIAL	眼輪筋の形態異常
MP:0030174	en	ja	rdfs:label	absent orbicularis oculi muscle	OFFICIAL	眼輪筋の欠如
MP:0030175	en	ja	rdfs:label	orbicularis oculi muscle hypoplasia	OFFICIAL	眼輪筋の形成不全
MP:0030176	en	ja	rdfs:label	abnormal levator labii superioris muscle morphology	OFFICIAL	上唇挙筋の形態異常
MP:0030177	en	ja	rdfs:label	absent levator labii superioris muscle	OFFICIAL	上唇挙筋の欠如
MP:0030178	en	ja	rdfs:label	abnormal scalp morphology	OFFICIAL	頭皮の形態異常
MP:0030179	en	ja	rdfs:label	abnormal oral epithelium morphology	OFFICIAL	口腔上皮の形態異常
MP:0030180	en	ja	rdfs:label	abnormal nasal fin morphology	OFFICIAL	鼻びれ形態異常
MP:0030181	en	ja	rdfs:label	persistent nasal fins	OFFICIAL	持続性鼻びれ
MP:0030182	en	ja	rdfs:label	abnormal oronasal membrane morphology	OFFICIAL	口鼻膜の形態異常
MP:0030183	en	ja	rdfs:label	persistent oronasal membrane	OFFICIAL	口鼻膜の遺残
MP:0030184	en	ja	rdfs:label	abnormal zygomaticus muscle morphology	OFFICIAL	頬骨筋の形態異常
MP:0030185	en	ja	rdfs:label	abnormal minor zygomaticus muscle morphology	OFFICIAL	小頬骨筋の形態異常
MP:0030186	en	ja	rdfs:label	abnormal major zygomaticus muscle morphology	OFFICIAL	大頬骨筋の形態異常
MP:0030187	en	ja	rdfs:label	abnormal epitympanic recess morphology	OFFICIAL	鼓室上陥凹の形態異常
MP:0030188	en	ja	rdfs:label	round snout	OFFICIAL	丸く湾曲した鼻
MP:0030189	en	ja	rdfs:label	broad snout	OFFICIAL	広い鼻
MP:0030190	en	ja	rdfs:label	small snout	OFFICIAL	小さい鼻
MP:0030191	en	ja	rdfs:label	narrow snout	OFFICIAL	狭い鼻
MP:0030192	en	ja	rdfs:label	downturned snout	OFFICIAL	垂れ下がった鼻
MP:0030193	en	ja	rdfs:label	short philtrum	OFFICIAL	短い人中
MP:0030194	en	ja	rdfs:label	abnormal intermaxillary suture morphology	OFFICIAL	上顎間縫合の形態異常
MP:0030195	en	ja	rdfs:label	abnormal internasal suture morphology	OFFICIAL	鼻骨間縫合の形態異常
MP:0030196	en	ja	rdfs:label	abnormal nasomaxillary suture morphology	OFFICIAL	鼻骨上顎縫合の形態異常
MP:0030197	en	ja	rdfs:label	small nasal septum	OFFICIAL	鼻中隔の矮小化
MP:0030198	en	ja	rdfs:label	nasal septum hypoplasia	OFFICIAL	鼻中隔の形成不全
MP:0030199	en	ja	rdfs:label	deviated nasal septum	OFFICIAL	鼻中隔の偏位
MP:0030200	en	ja	rdfs:label	abnormal nasal septum cartilage morphology	OFFICIAL	鼻中隔軟骨の形態異常
MP:0030201	en	ja	rdfs:label	absent nasal septum cartilage	OFFICIAL	鼻中隔軟骨の欠如
MP:0030202	en	ja	rdfs:label	nasal septum cartilage hypoplasia	OFFICIAL	鼻中隔軟骨の形成不全
MP:0030203	en	ja	rdfs:label	short nasal septum	OFFICIAL	短い鼻中隔
MP:0030204	en	ja	rdfs:label	large nasal septum	OFFICIAL	大きい鼻中隔
MP:0030205	en	ja	rdfs:label	thick nasal septum	OFFICIAL	厚い鼻中隔
MP:0030206	en	ja	rdfs:label	thin nasal septum	OFFICIAL	薄い鼻中隔
MP:0030207	en	ja	rdfs:label	absent zygomaticus muscle	OFFICIAL	頬骨筋の欠如
MP:0030208	en	ja	rdfs:label	abnormal intrinsic tongue muscle morphology	OFFICIAL	内舌筋の形態異常
MP:0030209	en	ja	rdfs:label	abnormal extrinsic tongue muscle morphology	OFFICIAL	外舌筋の形態異常
MP:0030210	en	ja	rdfs:label	abnormal genioglossus muscle morphology	OFFICIAL	オトガイ舌筋の形態異常
MP:0030211	en	ja	rdfs:label	abnormal styloglossus muscle morphology	OFFICIAL	茎突舌筋の形態異常
MP:0030212	en	ja	rdfs:label	abnormal hyoglossus muscle morphology	OFFICIAL	舌骨舌筋の形態異常
MP:0030213	en	ja	rdfs:label	gonial bone hyperplasia	OFFICIAL	頬骨の過形成
MP:0030214	en	ja	rdfs:label	muscle fasciculation	OFFICIAL	線維側性収縮
MP:0030215	en	ja	rdfs:label	facial muscle fasciculation	OFFICIAL	顔面筋の線維側性収縮
MP:0030216	en	ja	rdfs:label	tongue muscle fasciculation	OFFICIAL	舌筋の線維側性収縮
MP:0030217	en	ja	rdfs:label	abnormal piriform aperture morphology	OFFICIAL	梨状口の形態異常
MP:0030218	en	ja	rdfs:label	piriform aperture stenosis	OFFICIAL	梨状口狭窄
MP:0030219	en	ja	rdfs:label	jaw cyst	OFFICIAL	顎骨嚢胞
MP:0030220	en	ja	rdfs:label	mandibular cyst	OFFICIAL	下顎嚢胞
MP:0030221	en	ja	rdfs:label	maxillary cyst	OFFICIAL	顎嚢胞
MP:0030222	en	ja	rdfs:label	hyperostosis	OFFICIAL	骨化過剰
MP:0030223	en	ja	rdfs:label	mandibular hyperostosis	OFFICIAL	下顎骨過形成
MP:0030224	en	ja	rdfs:label	abnormal soft palate muscle morphology	OFFICIAL	軟口蓋形成筋の形態異常
MP:0030225	en	ja	rdfs:label	abnormal cranial vertex morphology	OFFICIAL	頭頂の形態異常
MP:0030226	en	ja	rdfs:label	middle ear polyps	OFFICIAL	中耳ポリープ
MP:0030227	en	ja	rdfs:label	abnormal tubotympanic recess morphology	OFFICIAL	耳管鼓室陥凹の形態異常
MP:0030228	en	ja	rdfs:label	absent tubotympanic recess	OFFICIAL	耳管鼓室陥凹の欠如
MP:0030229	en	ja	rdfs:label	abnormal craniofacial suture morphology	OFFICIAL	頭蓋顔面縫合の形態異常
MP:0030230	en	ja	rdfs:label	abnormal facial suture morphology	OFFICIAL	顔面縫合の形態異常
MP:0030231	en	ja	rdfs:label	abnormal zygomaticomaxillary suture morphology	OFFICIAL	頬骨上顎縫合の形態異常
MP:0030232	en	ja	rdfs:label	abnormal mandibular canal morphology	OFFICIAL	下顎管の形態異常
MP:0030233	en	ja	rdfs:label	absent mandibular canal	OFFICIAL	下顎管の欠如
MP:0030234	en	ja	rdfs:label	abnormal mandibular foramen morphology	OFFICIAL	下顎孔の形態異常
MP:0030235	en	ja	rdfs:label	absent mandibular foramen	OFFICIAL	下顎孔の欠如
MP:0030236	en	ja	rdfs:label	abnormal mental foramen morphology	OFFICIAL	オトガイ孔の形態異常
MP:0030237	en	ja	rdfs:label	absent mental foramen	OFFICIAL	オトガイ孔の欠如
MP:0030238	en	ja	rdfs:label	abnormal extraocular muscle development	OFFICIAL	外眼筋の発達異常
MP:0030239	en	ja	rdfs:label	abnormal intraocular muscle development	OFFICIAL	内眼筋の発達異常
MP:0030240	en	ja	rdfs:label	abnormal suprahyoid muscle morphology	OFFICIAL	舌骨上筋の形態異常
MP:0030241	en	ja	rdfs:label	absent optic pit	OFFICIAL	視窩の欠如
